Frequency,CE-120-0,CE-120-1,CE-120-2,CE-120-3,CE-120-4,CE-120-5,CE-120-6,CE-120-7,CE-120-8,CE-120-9,CE-120-10,CE-120-11,CE-120-12,CE-120-13,CE-120-14,CE-120-15,CE-120-16,CE-120-17,CE-120-18,CE-120-19,CE-120-20,CS-120-1,CS-120-2,CS-120-3,CS-120-4,CS-120-5,CS-120-6,CS-120-7,CS-120-8,CS-120-9,CS-120-10,LEQ1218-0,LEQ1218-1,LEQ1218-2,LEQ1218-3,LEQ1218-4,LEQ1218-5,LEQ1218-6,LEQ1218-7,LEQ1218-8,LEQ1218-9,LEQ1218-10,LEQ1218-11,LEQ1218-12,LEQ1218-13,LEQ1218-14,LEQ1218-15,LEQ1218-16,LEQ1218-17,LEQ1218-18,LEQ1218-19,LEQ1218-20
535.25,0,-1.1012,-1.6274,-2.0333,-2.5575,-2.9634,-3.4672,-3.8715,-4.3948,-4.7998,-5.3227,-5.7282,-6.2527,-6.6582,-7.1804,-7.5862,-8.1074,-8.4954,-9.0176,-9.423,-9.9476,-1.2988,-1.7726,-2.3667,-2.8458,-3.4366,-3.9328,-4.5285,-5.0052,-5.6002,-6.0773,0,-1.186554983,-1.773109966,-2.359664948,-2.946219931,-3.532774914,-4.119329897,-4.70588488,-5.292439863,-5.878994845,-6.465549828,-7.052104811,-7.638659794,-8.225214777,-8.811769759,-9.398324742,-9.984879725,-10.57143471,-11.15798969,-11.74454467,-12.33109966
541.25,0,-1.1004,-1.6163,-2.0196,-2.5341,-2.9375,-3.4395,-3.8418,-4.3562,-4.7589,-5.2728,-5.6759,-6.1906,-6.5937,-7.1071,-7.5104,-8.0233,-8.4154,-8.929,-9.332,-9.8468,-1.2996,-1.7837,-2.3804,-2.8676,-3.4625,-3.9605,-4.5582,-5.0438,-5.6411,-6.1272,0,-1.181400344,-1.762800687,-2.344201031,-2.925601375,-3.507001718,-4.088402062,-4.669802405,-5.251202749,-5.832603093,-6.414003436,-6.99540378,-7.576804124,-8.158204467,-8.739604811,-9.321005155,-9.902405498,-10.48380584,-11.06520619,-11.64660653,-12.22800687
547.25,0,-1.1,-1.6052,-2.0061,-2.5107,-2.9118,-3.4123,-3.813,-4.3176,-4.7184,-5.2229,-5.6238,-6.1285,-6.5294,-7.0337,-7.4347,-7.9388,-8.3361,-8.8405,-9.2414,-9.7461,-1.3,-1.7948,-2.3939,-2.8897,-3.4882,-3.9877,-4.587,-5.0824,-5.6816,-6.1771,0,-1.176245704,-1.752491409,-2.328737113,-2.904982818,-3.481228522,-4.057474227,-4.633719931,-5.209965636,-5.78621134,-6.362457045,-6.938702749,-7.514948454,-8.091194158,-8.667439863,-9.243685567,-9.819931271,-10.39617698,-10.97242268,-11.54866838,-12.12491409
550,0,-1.1,-1.6,-2,-2.5,-2.9,-3.4,-3.8,-4.3,-4.7,-5.2,-5.6,-6.1,-6.5,-7,-7.4,-7.9,-8.3,-8.8,-9.2,-9.7,-1.3,-1.8,-2.4,-2.9,-3.5,-4,-4.6,-5.1,-5.7,-6.2,0,-1.173883162,-1.747766323,-2.321649485,-2.895532646,-3.469415808,-4.043298969,-4.617182131,-5.191065292,-5.764948454,-6.338831615,-6.912714777,-7.486597938,-8.0604811,-8.634364261,-9.208247423,-9.782130584,-10.35601375,-10.92989691,-11.50378007,-12.07766323
553.25,0,-1.1,-1.5938,-1.9928,-2.487,-2.886,-3.3859,-3.7852,-4.2793,-4.6787,-5.1731,-5.5722,-6.0663,-6.4656,-6.9601,-7.3591,-7.8539,-8.258,-8.7524,-9.1515,-9.6458,-1.3,-1.8062,-2.4072,-2.9126,-3.514,-4.0141,-4.6148,-5.1207,-5.7213,-6.2269,0,-1.171091065,-1.742182131,-2.313273196,-2.884364261,-3.455455326,-4.026546392,-4.597637457,-5.168728522,-5.739819588,-6.310910653,-6.882001718,-7.453092784,-8.024183849,-8.595274914,-9.166365979,-9.737457045,-10.30854811,-10.87963918,-11.45073024,-12.02182131
559.25,0,-1.1,-1.5822,-1.9801,-2.4617,-2.8595,-3.3613,-3.7599,-4.242,-4.6415,-5.124,-5.5221,-6.0038,-6.4033,-6.886,-7.2838,-7.7681,-8.1835,-8.666,-9.0641,-9.5473,-1.3,-1.8178,-2.4199,-2.9374,-3.5405,-4.0387,-4.6401,-5.158,-5.7585,-6.276,0,-1.165936426,-1.731872852,-2.297809278,-2.863745704,-3.429682131,-3.995618557,-4.561554983,-5.127491409,-5.693427835,-6.259364261,-6.825300687,-7.391237113,-7.95717354,-8.523109966,-9.089046392,-9.654982818,-10.22091924,-10.78685567,-11.3527921,-11.91872852
565.25,0,-1.1,-1.5704,-1.9678,-2.4354,-2.8327,-3.3382,-3.7365,-4.2055,-4.6062,-5.0756,-5.4733,-5.9414,-6.3425,-6.8116,-7.2091,-7.682,-8.1118,-8.5811,-8.9788,-9.4504,-1.3,-1.8296,-2.4322,-2.9635,-3.5673,-4.0618,-4.6635,-5.1945,-5.7938,-6.3244,0,-1.160781787,-1.721563574,-2.282345361,-2.843127148,-3.403908935,-3.964690722,-4.525472509,-5.086254296,-5.647036082,-6.207817869,-6.768599656,-7.329381443,-7.89016323,-8.450945017,-9.011726804,-9.572508591,-10.13329038,-10.69407216,-11.25485395,-11.81563574
571.25,0,-1.1,-1.5583,-1.9559,-2.4087,-2.8062,-3.3159,-3.7143,-4.1697,-4.5721,-5.0277,-5.4255,-5.8793,-6.2828,-6.7376,-7.1351,-7.5959,-8.042,-8.4974,-8.8951,-9.3547,-1.3,-1.8417,-2.4441,-2.9902,-3.5938,-4.0841,-4.6857,-5.2303,-5.8279,-6.3723,0,-1.155627148,-1.711254296,-2.266881443,-2.822508591,-3.378135739,-3.933762887,-4.489390034,-5.045017182,-5.60064433,-6.156271478,-6.711898625,-7.267525773,-7.823152921,-8.378780069,-8.934407216,-9.490034364,-10.04566151,-10.60128866,-11.15691581,-11.71254296
577.25,0,-1.1,-1.5462,-1.9442,-2.3825,-2.7805,-3.2938,-3.6925,-4.1342,-4.5384,-4.9802,-5.3784,-5.818,-6.2237,-6.6642,-7.0623,-7.5104,-7.973,-8.4144,-8.8126,-9.2597,-1.3,-1.8538,-2.4558,-3.0166,-3.6195,-4.1062,-4.7075,-5.2658,-5.8616,-6.4198,0,-1.150472509,-1.700945017,-2.251417526,-2.801890034,-3.352362543,-3.902835052,-4.45330756,-5.003780069,-5.554252577,-6.104725086,-6.655197595,-7.205670103,-7.756142612,-8.30661512,-8.857087629,-9.407560137,-9.958032646,-10.50850515,-11.05897766,-11.60945017
583.25,0,-1.1,-1.534,-1.9326,-2.3575,-2.7561,-3.2712,-3.6703,-4.099,-4.5043,-4.9328,-5.3316,-5.758,-6.165,-6.592,-6.9907,-7.426,-7.9037,-8.3318,-8.7306,-9.1652,-1.3,-1.866,-2.4674,-3.042,-3.6439,-4.1288,-4.7297,-5.301,-5.8957,-6.4672,0,-1.145317869,-1.690635739,-2.235953608,-2.781271478,-3.326589347,-3.871907216,-4.417225086,-4.962542955,-5.507860825,-6.053178694,-6.598496564,-7.143814433,-7.689132302,-8.234450172,-8.779768041,-9.325085911,-9.87040378,-10.41572165,-10.96103952,-11.50635739
589.25,0,-1.1,-1.5217,-1.9211,-2.3343,-2.7337,-3.2475,-3.647,-4.0638,-4.4689,-4.8854,-5.2848,-5.6995,-6.1063,-6.5213,-6.9207,-7.3431,-7.8331,-8.2492,-8.6486,-9.0706,-1.3,-1.8783,-2.4789,-3.0654,-3.6663,-4.1525,-4.753,-5.3362,-5.9311,-6.5146,0,-1.14016323,-1.68032646,-2.220489691,-2.760652921,-3.300816151,-3.840979381,-4.381142612,-4.921305842,-5.461469072,-6.001632302,-6.541795533,-7.081958763,-7.622121993,-8.162285223,-8.702448454,-9.242611684,-9.782774914,-10.32293814,-10.86310137,-11.4032646
595.25,0,-1.1,-1.5095,-1.9094,-2.3139,-2.7137,-3.2219,-3.6218,-4.0283,-4.4316,-4.8379,-5.2377,-5.643,-6.0472,-6.4527,-6.8525,-7.2623,-7.7601,-8.1662,-8.5661,-8.9757,-1.3,-1.8905,-2.4906,-3.0861,-3.6863,-4.1781,-4.7782,-5.3717,-5.9684,-6.5621,0,-1.135008591,-1.670017182,-2.205025773,-2.740034364,-3.275042955,-3.810051546,-4.345060137,-4.880068729,-5.41507732,-5.950085911,-6.485094502,-7.020103093,-7.555111684,-8.090120275,-8.625128866,-9.160137457,-9.695146048,-10.23015464,-10.76516323,-11.30017182
601.25,0,-1.1,-1.4975,-1.8975,-2.2967,-2.6967,-3.1939,-3.5939,-3.9925,-4.3913,-4.79,-5.19,-5.589,-5.9875,-6.3864,-6.7864,-7.1839,-7.6838,-8.0825,-8.4825,-8.88,-1.3,-1.9025,-2.5025,-3.1033,-3.7033,-4.2061,-4.8061,-5.4075,-6.0087,-6.61,0,-1.129853952,-1.659707904,-2.189561856,-2.719415808,-3.249269759,-3.779123711,-4.308977663,-4.838831615,-5.368685567,-5.898539519,-6.428393471,-6.958247423,-7.488101375,-8.017955326,-8.547809278,-9.07766323,-9.607517182,-10.13737113,-10.66722509,-11.19707904
607.25,0,-1.1,-1.4849,-1.8855,-2.2823,-2.6825,-3.1619,-3.5624,-3.9565,-4.3471,-4.7416,-5.142,-5.5377,-5.9271,-6.3227,-6.7231,-7.1077,-7.6033,-7.9981,-8.3985,-8.7831,-1.3,-1.9151,-2.5145,-3.1177,-3.7175,-4.2381,-4.8376,-5.4435,-6.0529,-6.6584,0,-1.124699313,-1.649398625,-2.174097938,-2.698797251,-3.223496564,-3.748195876,-4.272895189,-4.797594502,-5.322293814,-5.846993127,-6.37169244,-6.896391753,-7.421091065,-7.945790378,-8.470489691,-8.995189003,-9.519888316,-10.04458763,-10.56928694,-11.09398625
613.25,0,-1.1,-1.4719,-1.8735,-2.2696,-2.6702,-3.1263,-3.5278,-3.9205,-4.2995,-4.6928,-5.094,-5.4887,-5.8663,-6.261,-6.6621,-7.0332,-7.5197,-7.9133,-8.3145,-8.6855,-1.3,-1.9281,-2.5265,-3.1304,-3.7298,-4.2737,-4.8722,-5.4795,-6.1005,-6.7072,0,-1.119544674,-1.639089347,-2.158634021,-2.678178694,-3.197723368,-3.717268041,-4.236812715,-4.756357388,-5.275902062,-5.795446735,-6.314991409,-6.834536082,-7.354080756,-7.87362543,-8.393170103,-8.912714777,-9.43225945,-9.951804124,-10.4713488,-10.99089347
619.25,0,-1.1,-1.4587,-1.8615,-2.2582,-2.6593,-3.0883,-3.491,-3.8845,-4.2496,-4.6438,-5.046,-5.4414,-5.8054,-6.2009,-6.6028,-6.9602,-7.4339,-7.8284,-8.2305,-8.5876,-1.3,-1.9413,-2.5385,-3.1418,-3.7407,-4.3117,-4.909,-5.5155,-6.1504,-6.7562,0,-1.114390034,-1.628780069,-2.143170103,-2.657560137,-3.171950172,-3.686340206,-4.200730241,-4.715120275,-5.229510309,-5.743900344,-6.258290378,-6.772680412,-7.287070447,-7.801460481,-8.315850515,-8.83024055,-9.344630584,-9.859020619,-10.37341065,-10.88780069
625.25,0,-1.1,-1.4456,-1.8495,-2.2476,-2.649,-3.049,-3.4528,-3.8485,-4.1986,-4.595,-4.998,-5.3951,-5.7445,-6.1419,-6.5445,-6.8883,-7.3471,-7.7436,-8.1465,-8.49,-1.3,-1.9544,-2.5505,-3.1524,-3.751,-4.351,-4.9472,-5.5515,-6.2014,-6.805,0,-1.109235395,-1.61847079,-2.127706186,-2.636941581,-3.146176976,-3.655412371,-4.164647766,-4.673883162,-5.183118557,-5.692353952,-6.201589347,-6.710824742,-7.220060137,-7.729295533,-8.238530928,-8.747766323,-9.257001718,-9.766237113,-10.27547251,-10.7847079
631.25,0,-1.1,-1.433,-1.8375,-2.2371,-2.6388,-3.0098,-3.4142,-3.8125,-4.1475,-4.5465,-4.95,-5.3491,-5.6841,-6.0835,-6.4866,-6.8175,-7.2602,-7.6591,-8.0625,-8.393,-1.3,-1.967,-2.5625,-3.1629,-3.7612,-4.3902,-4.9858,-5.5875,-6.2525,-6.8535,0,-1.104080756,-1.608161512,-2.112242268,-2.616323024,-3.12040378,-3.624484536,-4.128565292,-4.632646048,-5.136726804,-5.64080756,-6.144888316,-6.648969072,-7.153049828,-7.657130584,-8.16121134,-8.665292096,-9.169372852,-9.673453608,-10.17753436,-10.68161512
637.25,0,-1.1,-1.4211,-1.8255,-2.2263,-2.6279,-2.9717,-3.3759,-3.7765,-4.0975,-4.4986,-4.902,-5.3028,-5.6242,-6.0253,-6.4283,-6.7475,-7.1743,-7.5752,-7.9785,-8.2972,-1.3,-1.9789,-2.5745,-3.1737,-3.7721,-4.4283,-5.0241,-5.6235,-6.3025,-6.9014,0,-1.098926117,-1.597852234,-2.096778351,-2.595704467,-3.094630584,-3.593556701,-4.092482818,-4.591408935,-5.090335052,-5.589261168,-6.088187285,-6.587113402,-7.086039519,-7.584965636,-8.083891753,-8.582817869,-9.081743986,-9.580670103,-10.07959622,-10.57852234
643.25,0,-1.1,-1.4104,-1.8135,-2.2147,-2.6159,-2.9359,-3.339,-3.7405,-4.0497,-4.4516,-4.854,-5.2554,-5.5651,-5.9668,-6.3689,-6.6779,-7.0905,-7.4922,-7.8945,-8.2032,-1.3,-1.9896,-2.5865,-3.1853,-3.7841,-4.4641,-5.061,-5.6595,-6.3503,-6.9484,0,-1.093771478,-1.587542955,-2.081314433,-2.575085911,-3.068857388,-3.562628866,-4.056400344,-4.550171821,-5.043943299,-5.537714777,-6.031486254,-6.525257732,-7.01902921,-7.512800687,-8.006572165,-8.500343643,-8.99411512,-9.487886598,-9.981658076,-10.47542955
649.25,0,-1.1,-1.4011,-1.8015,-2.2017,-2.6019,-2.9037,-3.3042,-3.7045,-4.0053,-4.4057,-4.806,-5.2063,-5.5072,-5.9075,-6.3078,-6.6087,-7.0098,-7.4102,-7.8105,-8.1113,-1.3,-1.9989,-2.5985,-3.1983,-3.7981,-4.4963,-5.0958,-5.6955,-6.3947,-6.9943,0,-1.088616838,-1.577233677,-2.065850515,-2.554467354,-3.043084192,-3.531701031,-4.020317869,-4.508934708,-4.997551546,-5.486168385,-5.974785223,-6.463402062,-6.9520189,-7.440635739,-7.929252577,-8.417869416,-8.906486254,-9.395103093,-9.883719931,-10.37233677
655.25,0,-1.0994,-1.393,-1.7895,-2.1873,-2.5856,-2.8747,-3.2713,-3.6685,-3.9639,-4.3607,-4.7579,-5.1554,-5.4503,-5.8475,-6.2448,-6.5397,-6.9321,-7.3292,-7.7264,-8.0216,-1.3006,-2.007,-2.6105,-3.2127,-3.8144,-4.5253,-5.1287,-5.7315,-6.4361,-7.0393,0,-1.083462199,-1.566924399,-2.050386598,-2.533848797,-3.017310997,-3.500773196,-3.984235395,-4.467697595,-4.951159794,-5.434621993,-5.918084192,-6.401546392,-6.885008591,-7.36847079,-7.85193299,-8.335395189,-8.818857388,-9.302319588,-9.785781787,-10.26924399
661.25,0,-1.0975,-1.3856,-1.7773,-2.1717,-2.5673,-2.847,-3.2392,-3.6324,-3.9238,-4.3164,-4.7097,-5.1036,-5.3941,-5.7875,-6.1808,-6.4714,-6.8556,-7.2487,-7.6421,-7.9333,-1.3025,-2.0144,-2.6227,-3.2283,-3.8327,-4.553,-5.1608,-5.7676,-6.4762,-7.0836,0,-1.07830756,-1.55661512,-2.03492268,-2.513230241,-2.991537801,-3.469845361,-3.948152921,-4.426460481,-4.904768041,-5.383075601,-5.861383162,-6.339690722,-6.817998282,-7.296305842,-7.774613402,-8.252920962,-8.731228522,-9.209536082,-9.687843643,-10.1661512
667.25,0,-1.0943,-1.3788,-1.7651,-2.1553,-2.547,-2.8205,-3.2077,-3.5963,-3.8849,-4.2727,-4.6614,-5.0508,-5.3387,-5.7275,-6.1158,-6.4037,-6.7804,-7.1688,-7.5577,-7.8464,-1.3057,-2.0212,-2.6349,-3.2447,-3.853,-4.5795,-5.1923,-5.8037,-6.5151,-7.1273,0,-1.073152921,-1.546305842,-2.019458763,-2.492611684,-2.965764605,-3.438917526,-3.912070447,-4.385223368,-4.858376289,-5.33152921,-5.804682131,-6.277835052,-6.750987973,-7.224140893,-7.697293814,-8.170446735,-8.643599656,-9.116752577,-9.589905498,-10.06305842
673.25,0,-1.0901,-1.3725,-1.7528,-2.1381,-2.5251,-2.7949,-3.1768,-3.5602,-3.8469,-4.2294,-4.613,-4.9974,-5.2838,-5.6675,-6.0501,-6.3366,-6.7062,-7.0894,-7.4731,-7.7605,-1.3099,-2.0275,-2.6472,-3.2619,-3.8749,-4.6051,-5.2232,-5.8398,-6.5531,-7.1706,0,-1.067998282,-1.535996564,-2.003994845,-2.471993127,-2.939991409,-3.407989691,-3.875987973,-4.343986254,-4.811984536,-5.279982818,-5.7479811,-6.215979381,-6.683977663,-7.151975945,-7.619974227,-8.087972509,-8.55597079,-9.023969072,-9.491967354,-9.959965636
679.25,0,-1.0849,-1.3666,-1.7404,-2.1202,-2.5018,-2.7702,-3.1463,-3.524,-3.8098,-4.1866,-4.5645,-4.9433,-5.2295,-5.6075,-5.9836,-6.2699,-6.6329,-7.0104,-7.3885,-7.6757,-1.3151,-2.0334,-2.6596,-3.2798,-3.8982,-4.6298,-5.2537,-5.876,-6.5902,-7.2134,0,-1.062843643,-1.525687285,-1.988530928,-2.45137457,-2.914218213,-3.377061856,-3.839905498,-4.302749141,-4.765592784,-5.228436426,-5.691280069,-6.154123711,-6.616967354,-7.079810997,-7.542654639,-8.005498282,-8.468341924,-8.931185567,-9.39402921,-9.856872852
685.25,0,-1.0788,-1.361,-1.7281,-2.1018,-2.4773,-2.7462,-3.1162,-3.4878,-3.7735,-4.1442,-4.516,-4.8887,-5.1756,-5.5475,-5.9167,-6.2037,-6.5604,-6.9318,-7.3038,-7.5917,-1.3212,-2.039,-2.6719,-3.2982,-3.9227,-4.6538,-5.2838,-5.9122,-6.6265,-7.2558,0,-1.057689003,-1.515378007,-1.97306701,-2.430756014,-2.888445017,-3.346134021,-3.803823024,-4.261512027,-4.719201031,-5.176890034,-5.634579038,-6.092268041,-6.549957045,-7.007646048,-7.465335052,-7.923024055,-8.380713058,-8.838402062,-9.296091065,-9.753780069
691.25,0,-1.0721,-1.3557,-1.7157,-2.0829,-2.4518,-2.7228,-3.0865,-3.4517,-3.7379,-4.1022,-4.4675,-4.8337,-5.122,-5.4875,-5.8494,-6.1378,-6.4886,-6.8536,-7.2192,-7.5084,-1.3279,-2.0443,-2.6843,-3.3171,-3.9482,-4.6772,-5.3135,-5.9483,-6.6621,-7.2978,0,-1.052534364,-1.505068729,-1.957603093,-2.410137457,-2.862671821,-3.315206186,-3.76774055,-4.220274914,-4.672809278,-5.125343643,-5.577878007,-6.030412371,-6.482946735,-6.9354811,-7.388015464,-7.840549828,-8.293084192,-8.745618557,-9.198152921,-9.650687285
697.25,0,-1.0649,-1.3505,-1.7034,-2.0637,-2.4256,-2.7,-3.057,-3.4155,-3.7028,-4.0604,-4.4191,-4.7785,-5.0687,-5.4275,-5.7819,-6.0723,-6.4175,-6.7758,-7.1346,-7.4257,-1.3351,-2.0495,-2.6966,-3.3363,-3.9744,-4.7,-5.343,-5.9845,-6.6972,-7.3396,0,-1.047379725,-1.49475945,-1.942139175,-2.3895189,-2.836898625,-3.284278351,-3.731658076,-4.179037801,-4.626417526,-5.073797251,-5.521176976,-5.968556701,-6.415936426,-6.863316151,-7.310695876,-7.758075601,-8.205455326,-8.652835052,-9.100214777,-9.547594502
703.25,0,-1.0572,-1.3455,-1.6912,-2.0443,-2.3989,-2.6775,-3.0278,-3.3794,-3.6682,-4.019,-4.3707,-4.7231,-5.0156,-5.3675,-5.7142,-6.007,-6.3468,-6.6982,-7.0501,-7.3434,-1.3428,-2.0545,-2.7088,-3.3557,-4.0011,-4.7225,-5.3722,-6.0206,-6.7318,-7.381,0,-1.042225086,-1.484450172,-1.926675258,-2.368900344,-2.81112543,-3.253350515,-3.695575601,-4.137800687,-4.580025773,-5.022250859,-5.464475945,-5.906701031,-6.348926117,-6.791151203,-7.233376289,-7.675601375,-8.11782646,-8.560051546,-9.002276632,-9.444501718
709.25,0,-1.0493,-1.3404,-1.679,-2.0249,-2.372,-2.6552,-2.9987,-3.3433,-3.6338,-3.9777,-4.3224,-4.6677,-4.9627,-5.3075,-5.6467,-5.9418,-6.2765,-6.6209,-6.9658,-7.2614,-1.3507,-2.0596,-2.721,-3.3751,-4.028,-4.7448,-5.4013,-6.0567,-6.7662,-7.4223,0,-1.037070447,-1.474140893,-1.91121134,-2.348281787,-2.785352234,-3.22242268,-3.659493127,-4.096563574,-4.533634021,-4.970704467,-5.407774914,-5.844845361,-6.281915808,-6.718986254,-7.156056701,-7.593127148,-8.030197595,-8.467268041,-8.904338488,-9.341408935
715.25,0,-1.0413,-1.3353,-1.6669,-2.0055,-2.345,-2.633,-2.9697,-3.3073,-3.5997,-3.9367,-4.2743,-4.6124,-4.9098,-5.2475,-5.5793,-5.8768,-6.2064,-6.5439,-6.8816,-7.1795,-1.3587,-2.0647,-2.7331,-3.3945,-4.055,-4.767,-5.4303,-6.0927,-6.8003,-7.4633,0,-1.031915808,-1.463831615,-1.895747423,-2.32766323,-2.759579038,-3.191494845,-3.623410653,-4.05532646,-4.487242268,-4.919158076,-5.351073883,-5.782989691,-6.214905498,-6.646821306,-7.078737113,-7.510652921,-7.942568729,-8.374484536,-8.806400344,-9.238316151
721.25,0,-1.0333,-1.33,-1.6549,-1.9862,-2.3183,-2.6108,-2.9407,-3.2713,-3.5656,-3.8958,-4.2263,-4.5573,-4.8568,-5.1875,-5.5122,-5.8119,-6.1365,-6.467,-6.7977,-7.0975,-1.3667,-2.07,-2.7451,-3.4138,-4.0817,-4.7892,-5.4593,-6.1287,-6.8344,-7.5042,0,-1.026761168,-1.453522337,-1.880283505,-2.307044674,-2.733805842,-3.16056701,-3.587328179,-4.014089347,-4.440850515,-4.867611684,-5.294372852,-5.721134021,-6.147895189,-6.574656357,-7.001417526,-7.428178694,-7.854939863,-8.281701031,-8.708462199,-9.135223368
727.25,0,-1.0255,-1.3245,-1.6431,-1.9673,-2.2919,-2.5884,-2.9117,-3.2354,-3.5315,-3.8549,-4.1786,-4.5025,-4.8037,-5.1275,-5.4457,-5.747,-6.0666,-6.3902,-6.714,-7.0154,-1.3745,-2.0755,-2.7569,-3.4327,-4.1081,-4.8116,-5.4883,-6.1646,-6.8685,-7.5451,0,-1.021606529,-1.443213058,-1.864819588,-2.286426117,-2.708032646,-3.129639175,-3.551245704,-3.972852234,-4.394458763,-4.816065292,-5.237671821,-5.659278351,-6.08088488,-6.502491409,-6.924097938,-7.345704467,-7.767310997,-8.188917526,-8.610524055,-9.032130584
733.25,0,-1.0181,-1.3186,-1.6314,-1.9487,-2.2662,-2.5658,-2.8826,-3.1995,-3.4973,-3.8141,-4.1311,-4.4482,-4.7504,-5.0675,-5.3797,-5.6821,-5.9967,-6.3136,-6.6307,-6.933,-1.3819,-2.0814,-2.7686,-3.4513,-4.1338,-4.8342,-5.5174,-6.2005,-6.9027,-7.5859,0,-1.01645189,-1.43290378,-1.84935567,-2.26580756,-2.68225945,-3.09871134,-3.51516323,-3.93161512,-4.34806701,-4.7645189,-5.18097079,-5.59742268,-6.01387457,-6.43032646,-6.846778351,-7.263230241,-7.679682131,-8.096134021,-8.512585911,-8.929037801
739.25,0,-1.011,-1.3124,-1.62,-1.9307,-2.2414,-2.5427,-2.8532,-3.1638,-3.4628,-3.7733,-4.0839,-4.3945,-4.6969,-5.0075,-5.3145,-5.617,-5.9265,-6.2371,-6.5477,-6.8501,-1.389,-2.0876,-2.78,-3.4693,-4.1586,-4.8573,-5.5468,-6.2362,-6.9372,-7.6267,0,-1.011297251,-1.422594502,-1.833891753,-2.245189003,-2.656486254,-3.067783505,-3.479080756,-3.890378007,-4.301675258,-4.712972509,-5.124269759,-5.53556701,-5.946864261,-6.358161512,-6.769458763,-7.180756014,-7.592053265,-8.003350515,-8.414647766,-8.825945017
745.25,0,-1.0046,-1.3057,-1.6087,-1.9132,-2.2178,-2.5191,-2.8236,-3.1281,-3.4279,-3.7324,-4.0369,-4.3414,-4.643,-4.9475,-5.2502,-5.5518,-5.8561,-6.1606,-6.4651,-6.7666,-1.3954,-2.0943,-2.7913,-3.4868,-4.1822,-4.8809,-5.5764,-6.2719,-6.9721,-7.6676,0,-1.006142612,-1.412285223,-1.818427835,-2.224570447,-2.630713058,-3.03685567,-3.442998282,-3.849140893,-4.255283505,-4.661426117,-5.067568729,-5.47371134,-5.879853952,-6.285996564,-6.692139175,-7.098281787,-7.504424399,-7.91056701,-8.316709622,-8.722852234
750,0,-1,-1.3,-1.6,-1.9,-2.2,-2.5,-2.8,-3.1,-3.4,-3.7,-4,-4.3,-4.6,-4.9,-5.2,-5.5,-5.8,-6.1,-6.4,-6.7,-1.4,-2.1,-2.8,-3.5,-4.2,-4.9,-5.6,-6.3,-7,-7.7,0,-1.002061856,-1.404123711,-1.806185567,-2.208247423,-2.610309278,-3.012371134,-3.41443299,-3.816494845,-4.218556701,-4.620618557,-5.022680412,-5.424742268,-5.826804124,-6.228865979,-6.630927835,-7.032989691,-7.435051546,-7.837113402,-8.239175258,-8.641237113
751.25,0,-0.99886,-1.2984,-1.5977,-1.8966,-2.1954,-2.4949,-2.7937,-3.0926,-3.3926,-3.6915,-3.9903,-4.2892,-4.5886,-4.8875,-5.1869,-5.4864,-5.7852,-6.0841,-6.3829,-6.6824,-1.4011,-2.1016,-2.8023,-3.5034,-4.2046,-4.9051,-5.6063,-6.3074,-7.0074,-7.7085,0,-1.000987973,-1.401975945,-1.802963918,-2.20395189,-2.604939863,-3.005927835,-3.406915808,-3.80790378,-4.208891753,-4.609879725,-5.010867698,-5.41185567,-5.812843643,-6.213831615,-6.614819588,-7.01580756,-7.416795533,-7.817783505,-8.218771478,-8.61975945
757.25,0,-0.99344,-1.2904,-1.587,-1.8805,-2.1738,-2.4703,-2.7637,-3.0569,-3.3572,-3.6506,-3.944,-4.2373,-4.5339,-4.8273,-5.1243,-5.4209,-5.7143,-6.0075,-6.3009,-6.5976,-1.4066,-2.1096,-2.813,-3.5195,-4.2262,-4.9297,-5.6363,-6.3431,-7.0428,-7.7494,0,-0.995833333,-1.391666667,-1.7875,-2.183333333,-2.579166667,-2.975,-3.370833333,-3.766666667,-4.1625,-4.558333333,-4.954166667,-5.35,-5.745833333,-6.141666667,-6.5375,-6.933333333,-7.329166667,-7.725,-8.120833333,-8.516666667
763.25,0,-0.98809,-1.2816,-1.5766,-1.8647,-2.1523,-2.4455,-2.7334,-3.0209,-3.322,-3.61,-3.8981,-4.1856,-4.4789,-4.7669,-5.0623,-5.3554,-5.6434,-5.931,-6.219,-6.5123,-1.4119,-2.1184,-2.8234,-3.5353,-4.2477,-4.9545,-5.6666,-6.3791,-7.078,-7.79,0,-0.990678694,-1.381357388,-1.772036082,-2.162714777,-2.553393471,-2.944072165,-3.334750859,-3.725429553,-4.116108247,-4.506786942,-4.897465636,-5.28814433,-5.678823024,-6.069501718,-6.460180412,-6.850859107,-7.241537801,-7.632216495,-8.022895189,-8.413573883
